-	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	KEGG_ASTHMA	KEGG_VIRAL_MYOCARDITIS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
ENSG00000000003	1.54105473521393	-1.40776527455618	-0.29892268882251	0.97381551526256
ENSG00000000005	-0.939657822569877	-0.669636946598179	1.23390743593467	-0.316866614235598
ENSG00000000419	0.586771298026464	-0.122735305156736	-0.94295414561249	0.264291852493744
ENSG00000000457	-0.27226169862785	-0.308139218561119	-1.16092273888585	0.394651775366008
ENSG00000000460	-0.465391407777458	-0.804828460972701	-0.87827504796323	0.245781050090108
ENSG00000000938	-0.838242680045734	2.12275079146026	1.98045328739842	-0.443888331749507
ENSG00000000971	3.23879951032132	1.63337222902735	1.6930757235207	1.48812505047548
ENSG00000001036	0.255008339375708	-1.17028473640992	-0.320529222438249	1.58960786051
ENSG00000001084	3.97987028020726	0.00909553053716415	-0.281425380792439	1.66572275930842
ENSG00000001167	-1.01805252532367	-0.768659612382806	0.540059579198213	0.282845888600665
ENSG00000001460	-0.450440247905316	0.367140367415971	-0.396709589060293	0.733335700971993
ENSG00000001461	-1.4385457396472	-0.439979903578836	0.514478959760698	-1.48829828821349
ENSG00000001497	-0.41685367230038	-0.579585824389969	-0.672461966048299	0.104979542898205
ENSG00000001561	-0.295436456614908	1.79193050956386	1.71726029427289	-1.02252834741161
ENSG00000001617	-0.573804993387824	-0.778958443426176	-0.69216098927437	-1.09805093437094
ENSG00000001626	1.51799153772515	-0.569969615231383	-0.383180220087042	0.802032805471081
ENSG00000001629	-1.25131570151805	-0.649181408803493	-0.405319137607603	0.0458864102027821
ENSG00000002016	-0.712244386535501	0.400232784952188	0.301712316363442	0.0216593083024085
ENSG00000002079	-0.188676287209724	-0.291786593101998	-0.077365775913261	0.448274754472697
ENSG00000002330	-0.0525944957344825	0.360519265527321	0.478745865292249	0.938526720694576
ENSG00000002549	-0.385530357331832	-0.0716458414739081	0.99681147249073	0.51318886491839
ENSG00000002586	-0.305097831925339	-0.544557956732684	0.896803300958168	-0.54262827591366
ENSG00000002587	1.38073410436817	1.42959639137754	-0.78825518874164	-0.310713922922773
ENSG00000002726	-0.617814273047857	0.781788101526497	-0.30235490372967	0.628255416929202
ENSG00000002745	-0.373683437390917	-0.226746918138856	1.01214398038798	-0.557969949495974
ENSG00000002746	0.603520262095005	-0.37192373323059	0.480532290541831	-0.126684928505032
ENSG00000002822	-1.13836291591483	-0.475497130570643	1.02752635405813	-1.33669996582372
ENSG00000002834	0.898276789777298	-1.2568329802046	1.10622406270176	0.273904688909874
ENSG00000002919	-1.11228634018138	0.688580474596869	0.373667374087262	-2.28144859516937
ENSG00000002933	1.79804049029701	0.722102519130101	0.120669668767306	-0.38200882222767
ENSG00000003056	-0.165322609010736	0.404800843546709	0.233002165469144	-0.140882412611081
ENSG00000003096	0.507363315514642	-0.10227980867758	0.770907850046549	-0.642872334117749
ENSG00000003137	0.259498704286435	-1.55127237289758	-0.581949472716875	0.970701006454123
ENSG00000003147	0.0734357696955646	-1.86065701334907	-1.65196406899244	-1.72871525238244
ENSG00000003249	0.0525691925075064	-0.280400862805392	0.143910321617391	1.61473069819963
ENSG00000003393	0.501944075066248	2.52020625804503	0.510903439287757	0.397151095555312
ENSG00000003400	-0.146944208145175	-0.831293295491875	-0.455576918242756	-0.206256270057939
ENSG00000003402	-0.239129185299296	1.18871527404893	0.374068697368379	0.0883365747759179
ENSG00000003436	0.827221163039364	-1.68159384092468	-1.33360305891062	-0.205908994098702
ENSG00000003509	-0.0323929839097583	-0.845147363572564	-0.905362041998887	1.12910389264627
ENSG00000003756	-0.731417635425966	-0.864086302243252	0.115542370182591	-1.03065602946728
ENSG00000003987	-1.01924124477789	0.173872106710625	-1.70664198512019	-0.629387401067302
ENSG00000003989	-0.297359871565089	-0.894431596563001	-0.303366591156001	0.967119154192152
ENSG00000004139	-0.80970459072773	2.68020892783285	0.836449671972926	-0.91312572745121
ENSG00000004142	0.672769003641287	-0.378690283230682	0.212766355969279	0.62388702561316
ENSG00000004399	-1.1650057623889	-1.42783952592413	-0.670015090140394	-1.64624009135505
ENSG00000004455	-0.117185451830864	1.3474377274502	-0.403189957542317	1.73341649256107
ENSG00000004468	-0.67058374860307	0.0708363286093247	0.933360997673679	-0.644430578353606
ENSG00000004478	-0.267373684643781	-0.653371978444645	-1.00395798453473	-0.334737790647427
ENSG00000004487	-0.828888471117076	-0.86301789273422	-0.546794913340938	-0.88930655065888
ENSG00000004534	-0.0537463495650771	0.399476054627245	-1.3628688493902	-0.372894448618896
ENSG00000004660	-0.501302584275217	0.0652904123380452	-0.50796174757068	-0.84604783098679
ENSG00000004700	-0.469210100559727	0.309707807745981	-0.469577213582526	-0.121175293185669
ENSG00000004766	-0.535378602754533	-1.77277497666596	-0.642891822434398	1.46832961182495
ENSG00000004776	0.408745120044555	-0.223397934611685	1.6630008533571	-0.313829319658551
ENSG00000004777	-0.228360708519083	0.739709249835514	-0.140677017978864	-0.517379556010575
ENSG00000004779	-0.316520759901592	0.551430637839219	-0.421858535192784	-1.21642833099617
ENSG00000004799	1.60141787431929	-1.0429263761649	-0.638234760477169	0.873678721277812
ENSG00000004809	0.0844139965432103	-0.170262549769804	-0.710183053267893	-0.717842186465432
ENSG00000004838	1.55541044534794	-0.173808393976258	-0.145583212629155	1.97408230531825
ENSG00000004846	0.697039216424268	0.244539845875543	0.806285819163213	-0.0820554010411708
ENSG00000004848	0.29773976172425	-0.456799247274859	-0.533292964163932	-0.484045210590254
ENSG00000004864	1.73830737254695	-1.50187464857415	-1.50517708800854	1.02403657300104
ENSG00000004866	0.323908475587035	0.407646718876658	0.587798333987324	-0.444493969516723
ENSG00000004897	-0.805254578007397	0.168578396056736	0.434274332590333	-1.79405459716109
ENSG00000004948	0.15085083587965	1.12789630000891	0.85869734839806	-0.933555860912463
ENSG00000004961	-0.516608182084851	0.164714667144423	-0.249833811425959	-1.52058357032017
ENSG00000004975	0.501173813999783	-0.829758073122706	-0.703496447993834	0.447385177076843
ENSG00000005001	-0.244027920528022	-0.921338024288694	1.03834752335936	-1.69588370663245
ENSG00000005007	-0.340612216629664	-1.08949285883747	-0.591397488382738	-0.7942488689056
ENSG00000005020	-0.884633086641668	0.574108446625528	0.921089740992135	0.755614271041101
ENSG00000005022	0.401954518324316	0.0417462818298849	-0.384924657175423	1.25528577377809
ENSG00000005059	-0.759672640145882	1.37460726891945	1.88429918044158	0.676366890095834
ENSG00000005073	-1.27238843031544	-1.23342200400085	-0.521464434447948	0.0652159934372881
ENSG00000005100	-0.186991423178961	-1.14316112201385	0.132390916817147	1.33029969005027
ENSG00000005102	-0.575070097197979	-0.541507113499807	0.272896030806612	0.508329586571284
ENSG00000005108	-0.33427301174421	-0.560223201890921	0.181093450748117	-1.35578991065885
ENSG00000005156	-0.4719228878506	0.568267142888458	-0.297159034127266	0.105759584922789
ENSG00000005175	-0.277129009026266	-1.31479802242417	-1.58502180048371	-1.35200852091647
ENSG00000005187	3.23230827490576	0.518293418419773	-1.06934516371093	2.76931128821003
ENSG00000005189	0.511911036453991	0.53479132969892	-0.282099057383406	0.0964711847931404
ENSG00000005194	-0.444071708315434	0.213283254795717	-0.123591067940693	-0.429123695551933
ENSG00000005206	-1.76217626881898	-0.208019138487147	0.28104146342241	0.437664330598715
ENSG00000005238	-0.722239402478118	0.797435312546564	0.200682780483933	-0.959521411201396
ENSG00000005243	1.3730824642342	0.831970877604424	-0.869397068221911	0.472990447156571
ENSG00000005249	0.726501235617851	0.301049019201246	-0.148059650186177	-0.0711216586515698
ENSG00000005302	-0.308831459396452	-1.7274771147985	-0.930176642401654	-0.0350854410560296
ENSG00000005339	-0.529045432566697	-0.104227935313462	0.589519330696738	-1.31833810075213
ENSG00000005379	1.12173153361481	0.460900269998736	0.418475388460209	0.194911816789262
ENSG00000005381	0.128601312942595	3.99695008149008	0.201204943871542	-0.783034783012458
ENSG00000005421	6.40061422795655	-0.776226362107166	-0.54275651068235	2.77729952564128
ENSG00000005436	-0.280025886405802	0.121806101399231	-0.716721650854713	1.45956876094398
ENSG00000005448	1.12984541398158	0.203178159566167	-0.770906185229462	2.18267039985226
ENSG00000005469	1.97404376206284	-0.00464551080837988	-1.10807526773457	2.55904022067383
ENSG00000005471	2.41054672117308	0.460670164129865	1.00161859354367	1.83134222798657
ENSG00000005483	-0.15505865351965	-0.560452081028794	-0.254829534458148	0.545376277049156
ENSG00000005486	1.5622621890402	0.720203493434443	-0.272101837570373	0.981638309203722
ENSG00000005513	-1.32964459919416	-0.867165252257327	-1.45602863048162	-0.430217738597146
ENSG00000005700	0.664870811649066	-0.186676228047322	-0.364905651175712	1.66780584120762
ENSG00000005801	-0.378863208999423	-1.01830257866734	-0.524763389000882	-0.365688333119752
ENSG00000005810	0.662690575414584	-0.876823460817632	-0.0140513563402732	-0.223921555155573
ENSG00000005812	-0.51751965434298	0.424356398741721	1.21689141439009	0.891834364478537
ENSG00000005844	-0.17150753159575	1.31672608183549	2.16132991648866	-1.09210336767347
ENSG00000005882	0.43988513227147	0.258243212004381	1.01071962458101	0.589700292672373
ENSG00000005889	-0.468233405281633	0.700727924782604	0.125888615087891	-0.47884608702466
ENSG00000005893	0.512196248320691	-0.64793785828205	-0.220692556320923	1.58307953134272
ENSG00000005955	0.0955097872514408	-0.034017319954989	-1.14021917790374	0.602658018006442
ENSG00000005961	-0.0983231339867711	1.51458584763839	-0.109029093938721	-1.02732287452703
ENSG00000005981	0.138981490393127	0.360031794889125	-1.05474468741119	-1.37542071450992
ENSG00000006007	-1.54791174989702	0.14595223970833	0.055867557208446	0.187662511734139
ENSG00000006015	1.56759976263136	-0.197709507943985	-0.889628366112143	0.337037815714103
ENSG00000006016	-0.395745835323339	-0.806776669358276	-0.295584991634463	1.93383516553248
ENSG00000006025	-0.381427062196126	0.151107122721792	-0.221306333765493	-0.839358113546846
ENSG00000006042	2.4033399962664	0.0332664243778304	-0.185597966179578	0.92173617068054
ENSG00000006047	-0.691823519550761	0.158512638672939	-0.0541477412277396	-0.666867253523639
ENSG00000006059	0.374150386129785	-0.0443111718957879	-0.297139882121107	0.387393771697286
ENSG00000006062	-0.555775738795215	2.37545555073867	2.37241128872807	-0.92503093018173
ENSG00000006071	-0.748484851682492	-0.883235709166436	-1.40393933661581	-0.00929825450623507
ENSG00000006074	-0.12188832204575	2.56435672416626	0.803131693368661	1.26853318593897
ENSG00000006114	-0.45106039207978	-1.33707768791772	-0.341274137551252	-1.63775945772782
ENSG00000006116	-0.10717393559563	-0.592964307922829	-0.683636733106619	-0.550722287634451
ENSG00000006118	-0.804396542004442	-0.877655419078234	0.184487242847897	-0.893460210824927
ENSG00000006125	-0.634130608462429	-0.753335298190027	0.114351752176612	-1.56975462618054
ENSG00000006128	-1.05899807898064	-0.358142721710061	-0.715609486045657	-0.324842797498183
ENSG00000006194	-0.149843321764076	0.173363944947223	0.429948506545642	-0.233830428944934
ENSG00000006210	-0.0185301374505521	-1.19669311070176	0.377768160401669	-1.04638901967712
ENSG00000006282	0.848593553308549	-0.555800021463133	-0.200704904348166	1.52290572759036
ENSG00000006283	-0.497240659106585	-0.354304294249583	-0.809590203316067	0.941792665233136
ENSG00000006327	-1.24472274021688	-1.14289142899554	1.15173819189118	-1.51984363926897
ENSG00000006377	-0.155704942767371	-0.100335428409578	-0.729387082031139	-0.0769551539680897
ENSG00000006432	0.371349798830112	0.591507991835232	0.155190654674577	0.351911633188574
ENSG00000006451	-0.458868247779998	0.400747195611945	0.769237466759079	0.0951076397269362
ENSG00000006453	-0.240919154232733	-0.636057232080608	0.835738416896446	1.04722961831865
ENSG00000006459	-0.8125770308279	0.171701550592279	-0.346669107198871	-0.430423935384024
ENSG00000006468	-0.107173652600604	-0.549508259733228	-0.0766394117620739	-0.193128977428112
ENSG00000006530	0.0187697321964068	0.448167790706189	0.198509420790181	-0.695633894965012
ENSG00000006534	1.32036071416635	0.707234822529439	0.354428965819297	0.658079026543334
ENSG00000006555	0.472228086672186	-0.189306650840181	-0.129878877540054	-0.697736039586349
ENSG00000006576	-0.917297826420383	1.98241618164127	0.404766313318356	1.19361373364966
ENSG00000006606	-0.0642769577435517	1.39005082784338	0.397170738863919	1.76281841587256
ENSG00000006607	1.29842480876649	-0.399679614434931	-0.0842045613903347	0.75111342233797
ENSG00000006611	0.384340112259191	-0.0334847204865126	-0.0950622655175198	0.509028159785713
ENSG00000006625	-1.44695384786586	-0.160516909516777	0.116381811150398	0.0336638860604256
ENSG00000006634	-0.668346666708922	-1.1566581206317	-1.52562824770565	-0.297449255379433
ENSG00000006638	0.188439729995706	-1.27121103971687	0.29185517945193	0.202387600203355
ENSG00000006652	-0.316975872605975	-1.49587944943421	-0.587607817441029	-0.568628909244971
ENSG00000006659	-1.34385279654265	0.498820178339918	-0.0517188882687731	-0.738713671733764
ENSG00000006695	-0.378921439203833	-0.398847946281647	0.00829311393202288	0.213913747003651
ENSG00000006704	-0.259702195133589	-0.455356831180649	0.306248865854413	0.128018164989836
ENSG00000006712	-0.35210198137076	0.20028882342297	-0.163150284391234	-0.343302742626672
ENSG00000006715	-0.169242229885237	0.510762854385179	0.139637997926488	-0.0858663598041437
ENSG00000006740	1.35065105102333	-0.339496857506061	1.09040767482591	0.715089068029166
ENSG00000006744	-0.585271975991404	-0.155451739372709	0.46788767847731	0.114765714639773
ENSG00000006747	0.784272076611763	1.83708871394036	-0.636389631656796	0.905571563085456
ENSG00000006756	1.40572601274043	0.874024581112241	0.619780841192336	-0.641170067045121
ENSG00000006757	1.55864947263115	-0.145824189223605	-1.78202638741501	0.116540915954159
ENSG00000006788	1.10955032741366	0.439599355854463	4.65096039308771	1.57311797901484
ENSG00000006831	1.87907692306401	0.341786465400802	-0.144049566702962	-0.389411684679854
ENSG00000006837	-0.416096910236157	0.500127111276263	0.423054862272369	-1.57523813868842
ENSG00000007001	1.89778048663312	0.091193887041772	0.742918675162028	2.50975717364594
ENSG00000007038	0.273520286800385	1.10650101747416	-0.472948311654924	-0.764416387003976
ENSG00000007047	-0.636456268304323	-0.198782299899926	-0.667773401091861	-1.09626151980239
ENSG00000007062	1.96428030226683	1.15563801649109	-0.301398429648125	0.0818538116055767
ENSG00000007080	-0.651294182732487	-0.553041064507232	-0.200393494481561	-0.738681489781644
ENSG00000007129	0.172432525998292	2.07426323549475	0.734433517654462	1.82572525816922
ENSG00000007168	-0.238315301922514	-1.20405999145737	-0.0885204386413184	-0.345718335668683
ENSG00000007171	-1.06237728814745	1.63486776895222	1.04482199295131	0.165753215100961
ENSG00000007174	1.21463851085275	-0.312643008545744	0.653892688678852	1.0256648102036
ENSG00000007202	-0.594544726905712	-0.17806729481612	0.572942676991924	-1.68650994531696
ENSG00000007216	3.53798390943934	-0.0775993177525658	-0.159544580324851	3.52056064262114
ENSG00000007237	-0.115015263943941	-0.337929426177404	-0.471997946874013	1.62366192004529
ENSG00000007255	0.97851914708252	0.926854909419153	0.329842243258983	1.69975465854927
ENSG00000007264	-0.277742715552487	-0.410545448431615	-0.122942067346755	-0.817355371363156
ENSG00000007306	-1.22359526621703	0.165886264706012	-0.0495277087295489	1.8214680973899
ENSG00000007312	-0.339009679098663	1.15368797888752	0.943447025787383	-0.743277190318267
ENSG00000007314	-0.571327406739192	0.588126465962653	2.96941792948474	-0.84299275284673
ENSG00000007341	0.637764429342504	-1.73139905939987	-1.07132992073443	-0.538736535281322
ENSG00000007350	-0.038594660641839	1.47401900282853	2.64828435810838	0.840263692314045
ENSG00000007372	0.0218446895969742	-0.907073575597444	-1.43425580081152	-1.70038290170395
ENSG00000007376	0.000660479135146829	0.00258124994671685	-1.76200728797499	-0.964062450198876
ENSG00000007384	0.0787207641836414	0.389104349765814	0.0397437042856603	-0.240796554494457
ENSG00000007392	-0.38266499082212	-0.463645023307369	-0.900927812971415	0.0860586199994179
ENSG00000007402	0.270082945655628	-0.0896551617326146	0.381477825051689	0.0339965083637459
ENSG00000007516	0.33577534667519	-0.751374195628332	0.218707813854647	-0.29129736419774
ENSG00000007520	0.0142926741442137	0.0364772219829921	-0.510913096158164	-0.683828042848215
ENSG00000007541	-1.82686832053935	0.938885569528283	-0.948018952160796	-1.81419037571912
ENSG00000007545	-0.110589502199441	-0.0819483439573473	-0.104684832201421	-0.0914230083940182
ENSG00000007866	0.158493490073284	0.204939131489676	-0.1335442484807	0.41579597834327
ENSG00000007908	0.0872284185213812	0.0783581592833699	-0.476664553195557	0.525884387798253
ENSG00000007923	-0.474241339968306	-0.136256177427327	0.345591022828631	-0.977013606400669
ENSG00000007933	8.45735739756776	1.01601791658982	0.835549410297488	3.60803733195887
ENSG00000007944	-0.827502625666918	0.447522130780014	0.228147761609296	-1.14769463911902
ENSG00000007952	-1.76430480577446	-0.309393367328672	-0.73343685978804	0.572052248822508
ENSG00000007968	-1.48622802600737	-1.82665480877451	-0.399239519568609	-0.0822118930784782
ENSG00000008018	0.309934793447473	-0.000896071340177525	0.08885324043896	-0.567310470871934
ENSG00000008056	-0.22012953302888	-0.694297605592113	-0.6381598820217	-0.943812999275212
ENSG00000008083	-1.04866037653085	0.103316947564425	0.348301878577674	-0.780672622751923
ENSG00000008086	0.819736251782636	-0.143380763579036	-0.453832883797855	1.35173710493557
ENSG00000008118	0.790580449228495	-0.152064936692063	-0.828867653971288	-0.347870223696741
ENSG00000008130	1.04567898908616	-0.803619692663473	-0.359255051176113	0.700920838196103
ENSG00000008196	-0.359787527891916	-0.0645731719568364	-0.0239330048916533	0.791304533500858
ENSG00000008197	-0.648553012945742	-1.09565644084809	-0.806086450037841	-0.971773591227027
ENSG00000008226	2.65958340792308	-0.616516753731301	-0.749555499423875	0.866981079718231
ENSG00000008256	0.95465976673729	-0.130740354842384	0.949611790003942	-0.196658799485606
ENSG00000008277	-0.785336396932748	0.238203505157306	0.968996813303538	-0.23603987191446
ENSG00000008282	0.565935690202568	-0.153262969002282	-0.283489909645938	1.31655119299613
ENSG00000008283	-0.466691455665639	0.351994877189344	0.565830060874096	-1.26564128343941
ENSG00000008294	-1.28597586344371	-0.759658541702162	0.355945698759383	-0.437619082536816
